sequence,case,region,metric,on,off,on_minus_off
20200813-subject-02/20200813_152215,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.04196768603287637,-0.0419606618816033,-7.024151273071766e-06
20200813-subject-02/20200813_152513,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.03656835563015193,-0.036572664277628064,4.308647476136684e-06
20200813-subject-02/20200813_152842,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.030853325966745615,-0.030846527602989227,-6.798363756388426e-06
20200813-subject-02/20200813_153152,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.021787535457406193,-0.021775664994493127,-1.1870462913066149e-05
20200813-subject-02/20200813_153453,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.030782740679569542,-0.030795856495387852,1.3115815818309784e-05
20200813-subject-02/20200813_154103,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.009763577836565673,-0.0097592099555186,-4.367881047073752e-06
20200813-subject-02/20200813_154408,heavy16,spatial_hidden_real,correct_minus_best_wrong,0.0031218595191546683,0.0031054501801008882,1.640933905378006e-05
20200813-subject-02/20200813_154729,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.018228926754090935,-0.018226119922474027,-2.806831616908312e-06
20200813-subject-02/20200813_155314,heavy16,spatial_hidden_real,correct_minus_best_wrong,0.30021148920059204,0.2996581792831421,0.0005533099174499512
20200813-subject-02/20200813_155953,heavy16,spatial_hidden_real,correct_minus_best_wrong,-0.025048982235603034,-0.025063536420930177,1.4554185327142477e-05
20200709-subject-01/20200709_142446,heavy16,spatial_cad_proxy,patches,22.5625,22.5625,0.0
20200709-subject-01/20200709_143125,heavy16,spatial_cad_proxy,patches,1.3076923076923077,1.3076923076923077,0.0
20200709-subject-01/20200709_143531,heavy16,spatial_cad_proxy,patches,3.5625,3.5625,0.0
20200709-subject-01/20200709_143907,heavy16,spatial_cad_proxy,patches,1.0,1.0,0.0
20200709-subject-01/20200709_144735,heavy16,spatial_cad_proxy,patches,20.375,20.375,0.0
20200709-subject-01/20200709_145743,heavy16,spatial_cad_proxy,patches,2.0833333333333335,2.0833333333333335,0.0
20200813-subject-02/20200813_150535,heavy16,spatial_cad_proxy,patches,1.0,1.0,0.0
20200813-subject-02/20200813_153453,heavy16,spatial_cad_proxy,patches,1.4,1.4,0.0
20200813-subject-02/20200813_153802,heavy16,spatial_cad_proxy,patches,7.0,7.0,0.0
20200813-subject-02/20200813_154103,heavy16,spatial_cad_proxy,patches,14.375,14.375,0.0
20200709-subject-01/20200709_142446,heavy16,spatial_cad_proxy,candidates,35.25,35.25,0.0
20200709-subject-01/20200709_143125,heavy16,spatial_cad_proxy,candidates,28.0,28.0,0.0
20200709-subject-01/20200709_143531,heavy16,spatial_cad_proxy,candidates,8.875,8.875,0.0
20200709-subject-01/20200709_143907,heavy16,spatial_cad_proxy,candidates,16.5,16.5,0.0
20200709-subject-01/20200709_144735,heavy16,spatial_cad_proxy,candidates,39.6875,39.6875,0.0
20200709-subject-01/20200709_145743,heavy16,spatial_cad_proxy,candidates,9.333333333333334,9.333333333333334,0.0
20200813-subject-02/20200813_150535,heavy16,spatial_cad_proxy,candidates,28.5,28.5,0.0
20200813-subject-02/20200813_153453,heavy16,spatial_cad_proxy,candidates,33.4,33.4,0.0
20200813-subject-02/20200813_153802,heavy16,spatial_cad_proxy,candidates,11.125,11.125,0.0
20200813-subject-02/20200813_154103,heavy16,spatial_cad_proxy,candidates,28.0,28.0,0.0
20200709-subject-01/20200709_142446,heavy16,spatial_cad_proxy,teacher_mean_cosine,0.711513377726078,0.711513377726078,0.0
20200709-subject-01/20200709_143125,heavy16,spatial_cad_proxy,teacher_mean_cosine,0.5094422675096072,0.5094422675096072,0.0
20200709-subject-01/20200709_143531,heavy16,spatial_cad_proxy,teacher_mean_cosine,0.8836156018078327,0.8836156018078327,0.0
20200709-subject-01/20200709_143907,heavy16,spatial_cad_proxy,teacher_mean_cosine,0.8463943898677826,0.8463943898677826,0.0
20200709-subject-01/20200709_144735,heavy16,spatial_cad_proxy,teacher_mean_cosine,0.734773363918066,0.734773363918066,0.0
20200709-subject-01/20200709_145743,heavy16,spatial_cad_proxy,teacher_mean_cosine,0.9107667158047358,0.9107667158047358,0.0
20200813-subject-02/20200813_150535,heavy16,spatial_cad_proxy,teacher_mean_cosine,0.6857388019561768,0.6857388019561768,0.0
20200813-subject-02/20200813_153453,heavy16,spatial_cad_proxy,teacher_mean_cosine,0.7153369903564453,0.7153369903564453,0.0
20200813-subject-02/20200813_153802,heavy16,spatial_cad_proxy,teacher_mean_cosine,0.8743398487567902,0.8743398487567902,0.0
20200813-subject-02/20200813_154103,heavy16,spatial_cad_proxy,teacher_mean_cosine,0.8594964519143105,0.8594964519143105,0.0
20200709-subject-01/20200709_142446,heavy16,spatial_cad_proxy,teacher_mean_retrieval,0.041522563667967916,0.041522563667967916,0.0
20200709-subject-01/20200709_143125,heavy16,spatial_cad_proxy,teacher_mean_retrieval,0.0,0.0,0.0
20200709-subject-01/20200709_143531,heavy16,spatial_cad_proxy,teacher_mean_retrieval,0.25208333879709244,0.25208333879709244,0.0
20200709-subject-01/20200709_143907,heavy16,spatial_cad_proxy,teacher_mean_retrieval,0.0,0.0,0.0
20200709-subject-01/20200709_144735,heavy16,spatial_cad_proxy,teacher_mean_retrieval,0.03758581285364926,0.03758581285364926,0.0
20200709-subject-01/20200709_145743,heavy16,spatial_cad_proxy,teacher_mean_retrieval,0.3472222238779068,0.3472222238779068,0.0
20200813-subject-02/20200813_150535,heavy16,spatial_cad_proxy,teacher_mean_retrieval,0.0,0.0,0.0
20200813-subject-02/20200813_153453,heavy16,spatial_cad_proxy,teacher_mean_retrieval,0.0,0.0,0.0
20200813-subject-02/20200813_153802,heavy16,spatial_cad_proxy,teacher_mean_retrieval,0.1428571492433548,0.1428571492433548,0.0
20200813-subject-02/20200813_154103,heavy16,spatial_cad_proxy,teacher_mean_retrieval,0.008630952797830105,0.008630952797830105,0.0
20200709-subject-01/20200709_142446,heavy16,spatial_cad_proxy,feature_loss,0.3807744048535824,0.38077012822031975,4.276633262634277e-06
20200709-subject-01/20200709_143125,heavy16,spatial_cad_proxy,feature_loss,0.34159029447115385,0.3415929675102234,-2.673039069533978e-06
20200709-subject-01/20200709_143531,heavy16,spatial_cad_proxy,feature_loss,0.3108918461948633,0.31090269796550274,-1.0851770639419556e-05
20200709-subject-01/20200709_143907,heavy16,spatial_cad_proxy,feature_loss,0.23993751406669617,0.23999276012182236,-5.5246055126190186e-05
20200709-subject-01/20200709_144735,heavy16,spatial_cad_proxy,feature_loss,0.3792371228337288,0.3792271316051483,9.991228580474854e-06
20200709-subject-01/20200709_145743,heavy16,spatial_cad_proxy,feature_loss,0.2840650404493014,0.28404029210408527,2.4748345216152323e-05
20200813-subject-02/20200813_150535,heavy16,spatial_cad_proxy,feature_loss,0.321305513381958,0.3211733400821686,0.0001321732997894287
20200813-subject-02/20200813_153453,heavy16,spatial_cad_proxy,feature_loss,0.30076093673706056,0.3007128357887268,4.8100948333740234e-05
20200813-subject-02/20200813_153802,heavy16,spatial_cad_proxy,feature_loss,0.32468540221452713,0.3246683105826378,1.7091631889343262e-05
20200813-subject-02/20200813_154103,heavy16,spatial_cad_proxy,feature_loss,0.28946495056152344,0.2894670180976391,-2.0675361156463623e-06
20200709-subject-01/20200709_142446,heavy16,spatial_cad_proxy,teacher_mean_feature_loss,0.2934454083442688,0.2934454083442688,0.0
20200709-subject-01/20200709_143125,heavy16,spatial_cad_proxy,teacher_mean_feature_loss,0.4597179133158464,0.4597179133158464,0.0
20200709-subject-01/20200709_143531,heavy16,spatial_cad_proxy,teacher_mean_feature_loss,0.13156422600150108,0.13156422600150108,0.0
20200709-subject-01/20200709_143907,heavy16,spatial_cad_proxy,teacher_mean_feature_loss,0.15576767176389694,0.15576767176389694,0.0
20200709-subject-01/20200709_144735,heavy16,spatial_cad_proxy,teacher_mean_feature_loss,0.2753254324197769,0.2753254324197769,0.0
20200709-subject-01/20200709_145743,heavy16,spatial_cad_proxy,teacher_mean_feature_loss,0.10395550603667895,0.10395550603667895,0.0
20200813-subject-02/20200813_150535,heavy16,spatial_cad_proxy,teacher_mean_feature_loss,0.31057463586330414,0.31057463586330414,0.0
20200813-subject-02/20200813_153453,heavy16,spatial_cad_proxy,teacher_mean_feature_loss,0.2752392590045929,0.2752392590045929,0.0
20200813-subject-02/20200813_153802,heavy16,spatial_cad_proxy,teacher_mean_feature_loss,0.14108137134462595,0.14108137134462595,0.0
20200813-subject-02/20200813_154103,heavy16,spatial_cad_proxy,teacher_mean_feature_loss,0.15655716136097908,0.15655716136097908,0.0
20200709-subject-01/20200709_142446,heavy16,spatial_cad_proxy,cosine,0.6163406036794186,0.6163494139909744,-8.810311555862427e-06
20200709-subject-01/20200709_143125,heavy16,spatial_cad_proxy,cosine,0.6617483084018414,0.6617454061141381,2.90228770327694e-06
20200709-subject-01/20200709_143531,heavy16,spatial_cad_proxy,cosine,0.7033566497266293,0.7033519670367241,4.682689905166626e-06
20200709-subject-01/20200709_143907,heavy16,spatial_cad_proxy,cosine,0.7896485328674316,0.7895851135253906,6.341934204101562e-05
20200709-subject-01/20200709_144735,heavy16,spatial_cad_proxy,cosine,0.62442322447896,0.6244445145130157,-2.129003405570984e-05
20200709-subject-01/20200709_145743,heavy16,spatial_cad_proxy,cosine,0.7361043989658356,0.7361384928226471,-3.409385681152344e-05
20200813-subject-02/20200813_150535,heavy16,spatial_cad_proxy,cosine,0.7113629579544067,0.7115041017532349,-0.000141143798828125
20200813-subject-02/20200813_153453,heavy16,spatial_cad_proxy,cosine,0.713135588169098,0.7131366729736328,-1.0848045348677005e-06
20200813-subject-02/20200813_153802,heavy16,spatial_cad_proxy,cosine,0.6872174926102161,0.6872240900993347,-6.59748911857605e-06
20200813-subject-02/20200813_154103,heavy16,spatial_cad_proxy,cosine,0.7070645168423653,0.7070645354688168,-1.862645149230957e-08
20200709-subject-01/20200709_142446,heavy16,spatial_cad_proxy,shuffled_cosine,0.5281414035707712,0.5281453412026167,-3.937631845474243e-06
20200709-subject-01/20200709_143125,heavy16,spatial_cad_proxy,shuffled_cosine,0.2202018671310865,0.22017655808192033,2.530904916617227e-05
20200709-subject-01/20200709_143531,heavy16,spatial_cad_proxy,shuffled_cosine,0.6743642389774323,0.6743575222790241,6.716698408126831e-06
20200709-subject-01/20200709_143907,heavy16,spatial_cad_proxy,shuffled_cosine,0.7152504324913025,0.7153462767601013,-9.584426879882812e-05
20200709-subject-01/20200709_144735,heavy16,spatial_cad_proxy,shuffled_cosine,0.5487456135451794,0.5487658604979515,-2.0246952772140503e-05
20200709-subject-01/20200709_145743,heavy16,spatial_cad_proxy,shuffled_cosine,0.6924292693535486,0.6924374550580978,-8.185704549190653e-06
20200813-subject-02/20200813_150535,heavy16,spatial_cad_proxy,shuffled_cosine,0.605018138885498,0.6049803793430328,3.775954246520996e-05
20200813-subject-02/20200813_153453,heavy16,spatial_cad_proxy,shuffled_cosine,0.3590837031602859,0.35910889506340027,-2.5191903114341052e-05
20200813-subject-02/20200813_153802,heavy16,spatial_cad_proxy,shuffled_cosine,0.6862190589308739,0.6862125843763351,6.474554538726807e-06
20200813-subject-02/20200813_154103,heavy16,spatial_cad_proxy,shuffled_cosine,0.6631303243339062,0.6631273292005062,2.995133399963379e-06
20200709-subject-01/20200709_142446,heavy16,spatial_cad_proxy,constant_cosine,0.586698979139328,0.5866974629461765,1.516193151473999e-06
20200709-subject-01/20200709_143125,heavy16,spatial_cad_proxy,constant_cosine,0.4791673421859741,0.4791734447846046,-6.1025986304863444e-06
20200709-subject-01/20200709_143531,heavy16,spatial_cad_proxy,constant_cosine,0.6560801081359386,0.6560544781386852,2.562999725341797e-05
20200709-subject-01/20200709_143907,heavy16,spatial_cad_proxy,constant_cosine,0.7428682744503021,0.7428385317325592,2.9742717742919922e-05
20200709-subject-01/20200709_144735,heavy16,spatial_cad_proxy,constant_cosine,0.5817472487688065,0.5817611180245876,-1.3869255781173706e-05
20200709-subject-01/20200709_145743,heavy16,spatial_cad_proxy,constant_cosine,0.7494399398565292,0.749407966931661,3.197292486822878e-05
20200813-subject-02/20200813_150535,heavy16,spatial_cad_proxy,constant_cosine,0.5833591520786285,0.5834417939186096,-8.26418399810791e-05
20200813-subject-02/20200813_153453,heavy16,spatial_cad_proxy,constant_cosine,0.6541578769683838,0.6541932463645935,-3.5369396209739e-05
20200813-subject-02/20200813_153802,heavy16,spatial_cad_proxy,constant_cosine,0.672449667006731,0.6724535338580608,-3.866851329803467e-06
20200813-subject-02/20200813_154103,heavy16,spatial_cad_proxy,constant_cosine,0.6826561912894249,0.6826578602194786,-1.6689300537109375e-06
20200709-subject-01/20200709_142446,heavy16,spatial_cad_proxy,centered_cosine,0.2749090474098921,0.27492573764175177,-1.669023185968399e-05
20200709-subject-01/20200709_143125,heavy16,spatial_cad_proxy,centered_cosine,0.6065784234267014,0.6065956308291509,-1.7207402449481712e-05
20200709-subject-01/20200709_143531,heavy16,spatial_cad_proxy,centered_cosine,0.3903944157063961,0.3903364483267069,5.7967379689216614e-05
20200709-subject-01/20200709_143907,heavy16,spatial_cad_proxy,centered_cosine,0.49852387607097626,0.4982385039329529,0.00028537213802337646
20200709-subject-01/20200709_144735,heavy16,spatial_cad_proxy,centered_cosine,0.32930466905236244,0.32933973520994186,-3.5066157579422e-05
20200709-subject-01/20200709_145743,heavy16,spatial_cad_proxy,centered_cosine,0.28664569060007733,0.28668686499198276,-4.117439190542971e-05
20200813-subject-02/20200813_150535,heavy16,spatial_cad_proxy,centered_cosine,0.5154723972082138,0.5156657099723816,-0.00019331276416778564
20200813-subject-02/20200813_153453,heavy16,spatial_cad_proxy,centered_cosine,0.5400868415832519,0.5401223659515381,-3.552436828613281e-05
20200813-subject-02/20200813_153802,heavy16,spatial_cad_proxy,centered_cosine,0.34693023189902306,0.3469018805772066,2.8351321816444397e-05
20200813-subject-02/20200813_154103,heavy16,spatial_cad_proxy,centered_cosine,0.4405542425811291,0.44055143743753433,2.8051435947418213e-06
20200709-subject-01/20200709_142446,heavy16,spatial_cad_proxy,spatial_variance_ratio,0.567372053861618,0.5673906654119492,-1.8611550331115723e-05
20200709-subject-01/20200709_143125,heavy16,spatial_cad_proxy,spatial_variance_ratio,0.6320087176102859,0.6320326282427862,-2.391063250029024e-05
20200709-subject-01/20200709_143531,heavy16,spatial_cad_proxy,spatial_variance_ratio,0.8633099384605885,0.8634086474776268,-9.870901703834534e-05
20200709-subject-01/20200709_143907,heavy16,spatial_cad_proxy,spatial_variance_ratio,0.5396931767463684,0.5397138297557831,-2.065300941467285e-05
20200709-subject-01/20200709_144735,heavy16,spatial_cad_proxy,spatial_variance_ratio,0.44926402159035206,0.44925965927541256,4.362314939498901e-06
20200709-subject-01/20200709_145743,heavy16,spatial_cad_proxy,spatial_variance_ratio,0.5823839281996092,0.5823940311868986,-1.0102987289428711e-05
20200813-subject-02/20200813_150535,heavy16,spatial_cad_proxy,spatial_variance_ratio,0.5263418257236481,0.5265795290470123,-0.0002377033233642578
20200813-subject-02/20200813_153453,heavy16,spatial_cad_proxy,spatial_variance_ratio,0.6601717710494995,0.6602154731750488,-4.3702125549272e-05
20200813-subject-02/20200813_153802,heavy16,spatial_cad_proxy,spatial_variance_ratio,0.5572156067937613,0.5572929456830025,-7.733888924121857e-05
20200813-subject-02/20200813_154103,heavy16,spatial_cad_proxy,spatial_variance_ratio,0.7037940546870232,0.7038051933050156,-1.1138617992401123e-05
20200709-subject-01/20200709_142446,heavy16,spatial_cad_proxy,retrieval_top1,0.16090250574052334,0.16090250574052334,0.0
20200709-subject-01/20200709_143125,heavy16,spatial_cad_proxy,retrieval_top1,0.11538461538461539,0.11538461538461539,0.0
20200709-subject-01/20200709_143531,heavy16,spatial_cad_proxy,retrieval_top1,0.4500000076368451,0.4500000076368451,0.0
20200709-subject-01/20200709_143907,heavy16,spatial_cad_proxy,retrieval_top1,0.0,0.0,0.0
20200709-subject-01/20200709_144735,heavy16,spatial_cad_proxy,retrieval_top1,0.2037083227187395,0.2037083227187395,0.0
20200709-subject-01/20200709_145743,heavy16,spatial_cad_proxy,retrieval_top1,0.4305555572112401,0.4305555572112401,0.0
20200813-subject-02/20200813_150535,heavy16,spatial_cad_proxy,retrieval_top1,0.0,0.0,0.0
20200813-subject-02/20200813_153453,heavy16,spatial_cad_proxy,retrieval_top1,0.6666666686534881,0.6666666686534881,0.0
