sequence,case,region,metric,on,off,on_minus_off
20200709-subject-01/20200709_143125,heavy_pooled,geometry_focus_real,valid_probability,0.48384756315499544,0.4838591233516733,-1.1560196677862233e-05
20200709-subject-01/20200709_143531,heavy_pooled,geometry_focus_real,valid_probability,0.24991532508283854,0.24990961079796156,5.714284876973119e-06
20200709-subject-01/20200709_143907,heavy_pooled,geometry_focus_real,valid_probability,0.4032639383027951,0.4032554378112157,8.500491579410685e-06
20200709-subject-01/20200709_144313,heavy_pooled,geometry_focus_real,valid_probability,0.3973677496736248,0.3973437435925007,2.4006081124128276e-05
20200709-subject-01/20200709_144735,heavy_pooled,geometry_focus_real,valid_probability,0.25354776267583173,0.2535464566511412,1.3060246905061135e-06
20200709-subject-01/20200709_145132,heavy_pooled,geometry_focus_real,valid_probability,0.493985574071606,0.4939764952287078,9.078842898191386e-06
20200709-subject-01/20200709_145743,heavy_pooled,geometry_focus_real,valid_probability,0.41288282504926127,0.412908789391319,-2.5964342057704926e-05
20200709-subject-01/20200709_150144,heavy_pooled,geometry_focus_real,valid_probability,0.43473183922469616,0.43473719619214535,-5.356967449188232e-06
20200709-subject-01/20200709_150524,heavy_pooled,geometry_focus_real,valid_probability,0.35467062269647914,0.35469630112250644,-2.5678426027297974e-05
20200709-subject-01/20200709_150906,heavy_pooled,geometry_focus_real,valid_probability,0.3984057952960332,0.39845667748401564,-5.0882187982437266e-05
20200709-subject-01/20200709_151246,heavy_pooled,geometry_focus_real,valid_probability,0.37772313381234807,0.3777240635827184,-9.29770370305949e-07
20200709-subject-01/20200709_151632,heavy_pooled,geometry_focus_real,valid_probability,0.4883853162949284,0.4883775009463231,7.815348605277883e-06
20200709-subject-01/20200709_151948,heavy_pooled,geometry_focus_real,valid_probability,0.4179880640779932,0.4179832475880782,4.816489915016042e-06
20200709-subject-01/20200709_152420,heavy_pooled,geometry_focus_real,valid_probability,0.31642961765949923,0.3164370011072606,-7.383447761355466e-06
20200709-subject-01/20200709_152757,heavy_pooled,geometry_focus_real,valid_probability,0.38729467646529275,0.3872637050226331,3.097144265967744e-05
20200709-subject-01/20200709_153148,heavy_pooled,geometry_focus_real,valid_probability,0.4177933484315872,0.4178066346794367,-1.3286247849464417e-05
20200709-subject-01/20200709_153548,heavy_pooled,geometry_focus_real,valid_probability,0.43563486573596794,0.43562200106680393,1.2864669164003306e-05
20200813-subject-02/20200813_145612,heavy_pooled,geometry_focus_real,valid_probability,0.48071380580465,0.4807097675899665,4.038214683532715e-06
20200813-subject-02/20200813_145920,heavy_pooled,geometry_focus_real,valid_probability,0.4237007439757387,0.42370985479404527,-9.110818306568014e-06
20200813-subject-02/20200813_150228,heavy_pooled,geometry_focus_real,valid_probability,0.17209417171155414,0.17208295998473963,1.1211726814508438e-05
20200813-subject-02/20200813_150535,heavy_pooled,geometry_focus_real,valid_probability,0.4616745049133897,0.4616703897093733,4.115204016386098e-06
20200813-subject-02/20200813_150823,heavy_pooled,geometry_focus_real,valid_probability,0.4065943160094321,0.40660119988024235,-6.8838708102703094e-06
20200813-subject-02/20200813_151117,heavy_pooled,geometry_focus_real,valid_probability,0.39613186940550804,0.39612901024520397,2.859160304069519e-06
20200813-subject-02/20200813_151925,heavy_pooled,geometry_focus_real,valid_probability,0.28008843306452036,0.2800722572331627,1.6175831357656545e-05
20200813-subject-02/20200813_152215,heavy_pooled,geometry_focus_real,valid_probability,0.2385111621891459,0.23849106983592114,2.0092353224754333e-05
20200813-subject-02/20200813_152513,heavy_pooled,geometry_focus_real,valid_probability,0.25479794666171074,0.25478446297347546,1.3483688235282898e-05
20200813-subject-02/20200813_152842,heavy_pooled,geometry_focus_real,valid_probability,0.38255102730666596,0.38258351339027286,-3.248608360689742e-05
20200813-subject-02/20200813_153152,heavy_pooled,geometry_focus_real,valid_probability,0.24987280710289875,0.24989463932191333,-2.1832219014583654e-05
20200813-subject-02/20200813_153453,heavy_pooled,geometry_focus_real,valid_probability,0.3523781578987837,0.3523962513233225,-1.8093424538789815e-05
20200813-subject-02/20200813_153802,heavy_pooled,geometry_focus_real,valid_probability,0.3937165196778046,0.3937140559777617,2.4637000428651135e-06
20200813-subject-02/20200813_154103,heavy_pooled,geometry_focus_real,valid_probability,0.52048784121871,0.520487300430735,5.407879749563804e-07
20200813-subject-02/20200813_154408,heavy_pooled,geometry_focus_real,valid_probability,0.4059886435667674,0.4059759775797526,1.2665987014770508e-05
20200813-subject-02/20200813_154729,heavy_pooled,geometry_focus_real,valid_probability,0.44508890869716805,0.4450931679457426,-4.259248574556285e-06
20200813-subject-02/20200813_155021,heavy_pooled,geometry_focus_real,valid_probability,0.35133340042726746,0.3512615553563696,7.184507089785797e-05
20200813-subject-02/20200813_155314,heavy_pooled,geometry_focus_real,valid_probability,0.4585882307340701,0.45859455938140553,-6.328647335407389e-06
20200813-subject-02/20200813_155633,heavy_pooled,geometry_focus_real,valid_probability,0.4114493736997247,0.4114423183103402,7.055389384447164e-06
20200813-subject-02/20200813_155953,heavy_pooled,geometry_focus_real,valid_probability,0.3509539933875203,0.3509256398926179,2.835349490243333e-05
20200709-subject-01/20200709_142123,heavy_pooled,geometry_focus_real,valid_brier,0.3641520217061043,0.3641660924380024,-1.4070731898130351e-05
20200709-subject-01/20200709_142446,heavy_pooled,geometry_focus_real,valid_brier,0.2834433022265633,0.2834485365698735,-5.234343310234202e-06
20200709-subject-01/20200709_142802,heavy_pooled,geometry_focus_real,valid_brier,0.45345489246149856,0.4536550973231594,-0.0002002048616608354
20200709-subject-01/20200709_143125,heavy_pooled,geometry_focus_real,valid_brier,0.2682089918913941,0.26819760849078494,1.1383400609132899e-05
20200709-subject-01/20200709_143531,heavy_pooled,geometry_focus_real,valid_brier,0.5697621268530687,0.5697679165750742,-5.789722005489217e-06
20200709-subject-01/20200709_143907,heavy_pooled,geometry_focus_real,valid_brier,0.36658717567722005,0.36659734789282084,-1.0172215600789958e-05
20200709-subject-01/20200709_144313,heavy_pooled,geometry_focus_real,valid_brier,0.37206183560192585,0.37209457873056334,-3.274312863749129e-05
20200709-subject-01/20200709_144735,heavy_pooled,geometry_focus_real,valid_brier,0.5818788775553306,0.581879266227285,-3.8867195439884483e-07
20200709-subject-01/20200709_145132,heavy_pooled,geometry_focus_real,valid_brier,0.26112990515927476,0.2611407449779411,-1.083981866634165e-05
20200709-subject-01/20200709_145743,heavy_pooled,geometry_focus_real,valid_brier,0.3467965107411146,0.34676766364524764,2.8847095866979533e-05
20200709-subject-01/20200709_150144,heavy_pooled,geometry_focus_real,valid_brier,0.32527419583251077,0.3252679503833254,6.245449185371399e-06
20200709-subject-01/20200709_150524,heavy_pooled,geometry_focus_real,valid_brier,0.429084323036174,0.42904987558722496,3.444744894903762e-05
20200709-subject-01/20200709_150906,heavy_pooled,geometry_focus_real,valid_brier,0.36596326747288305,0.3658978460977475,6.542137513554369e-05
20200709-subject-01/20200709_151246,heavy_pooled,geometry_focus_real,valid_brier,0.39821774667749804,0.3982179199034969,-1.73225998878479e-07
20200709-subject-01/20200709_151632,heavy_pooled,geometry_focus_real,valid_brier,0.26445960455263656,0.26446853252127767,-8.927968641103678e-06
20200709-subject-01/20200709_151948,heavy_pooled,geometry_focus_real,valid_brier,0.34113512374460697,0.3411395487685998,-4.42502399283784e-06
20200709-subject-01/20200709_152420,heavy_pooled,geometry_focus_real,valid_brier,0.47661527215192717,0.4766036784276366,1.159372429054839e-05
20200709-subject-01/20200709_152757,heavy_pooled,geometry_focus_real,valid_brier,0.38135057874023914,0.3813901258011659,-3.9547060926736766e-05
20200709-subject-01/20200709_153148,heavy_pooled,geometry_focus_real,valid_brier,0.349958178276817,0.34994117139528197,1.7006881535053253e-05
20200709-subject-01/20200709_153548,heavy_pooled,geometry_focus_real,valid_brier,0.3207732106869419,0.3207866099352638,-1.3399248321888102e-05
20200813-subject-02/20200813_145612,heavy_pooled,geometry_focus_real,valid_brier,0.2728983163833618,0.27290185385694105,-3.537473579229289e-06
20200813-subject-02/20200813_145920,heavy_pooled,geometry_focus_real,valid_brier,0.3444410804659128,0.34442910893509787,1.1971530814947062e-05
20200813-subject-02/20200813_150228,heavy_pooled,geometry_focus_real,valid_brier,0.691557044784228,0.6915754467869798,-1.840200275182724e-05
20200813-subject-02/20200813_150535,heavy_pooled,geometry_focus_real,valid_brier,0.2939737963800629,0.2939782651762168,-4.4687961539002785e-06
20200813-subject-02/20200813_150823,heavy_pooled,geometry_focus_real,valid_brier,0.3626043167896569,0.36259812861680984,6.188172847032547e-06
20200813-subject-02/20200813_151117,heavy_pooled,geometry_focus_real,valid_brier,0.368440931973358,0.3684437097981572,-2.777824799238271e-06
20200813-subject-02/20200813_151925,heavy_pooled,geometry_focus_real,valid_brier,0.52219032527258,0.5222136707355579,-2.33454629778862e-05
20200813-subject-02/20200813_152215,heavy_pooled,geometry_focus_real,valid_brier,0.5898802612597743,0.5899086759115258,-2.841465175151825e-05
20200813-subject-02/20200813_152513,heavy_pooled,geometry_focus_real,valid_brier,0.5603876231859127,0.5604077745229006,-2.015133698785032e-05
20200813-subject-02/20200813_152842,heavy_pooled,geometry_focus_real,valid_brier,0.38980030578871566,0.3897606963291764,3.9609459539236e-05
20200813-subject-02/20200813_153152,heavy_pooled,geometry_focus_real,valid_brier,0.577259786427021,0.5772375830759605,2.220335106051241e-05
20200813-subject-02/20200813_153453,heavy_pooled,geometry_focus_real,valid_brier,0.42643078820159036,0.4264054832359155,2.5304965674877167e-05
20200813-subject-02/20200813_153802,heavy_pooled,geometry_focus_real,valid_brier,0.374813438186215,0.37480940473162466,4.033454590324226e-06
20200813-subject-02/20200813_154103,heavy_pooled,geometry_focus_real,valid_brier,0.2306518550030887,0.2306519616395235,-1.0663643479347229e-07
20200813-subject-02/20200813_154408,heavy_pooled,geometry_focus_real,valid_brier,0.3601400537105898,0.36015373406310874,-1.3680352518918859e-05
20200813-subject-02/20200813_154729,heavy_pooled,geometry_focus_real,valid_brier,0.3130725873634219,0.3130674483254552,5.1390379667282104e-06
20200813-subject-02/20200813_155021,heavy_pooled,geometry_focus_real,valid_brier,0.42817049833207294,0.4282623280867421,-9.182975466914822e-05
20200813-subject-02/20200813_155314,heavy_pooled,geometry_focus_real,valid_brier,0.2981918106476466,0.2981832508618633,8.559785783290863e-06
20200813-subject-02/20200813_155633,heavy_pooled,geometry_focus_real,valid_brier,0.3536830221613248,0.35369309938202304,-1.007722069823469e-05
20200813-subject-02/20200813_155953,heavy_pooled,geometry_focus_real,valid_brier,0.42898351419717073,0.4290203657001257,-3.685150295495987e-05
20200709-subject-01/20200709_142123,heavy_pooled,geometry_focus_proxy,pixels,1174.1666666666667,1174.1666666666667,0.0
20200709-subject-01/20200709_142446,heavy_pooled,geometry_focus_proxy,pixels,6469.875,6469.875,0.0
20200709-subject-01/20200709_142802,heavy_pooled,geometry_focus_proxy,pixels,217.15838509316768,217.15838509316768,0.0
20200709-subject-01/20200709_143125,heavy_pooled,geometry_focus_proxy,pixels,907.8854166666666,907.8854166666666,0.0
20200709-subject-01/20200709_143531,heavy_pooled,geometry_focus_proxy,pixels,1570.2083333333333,1570.2083333333333,0.0
20200709-subject-01/20200709_143907,heavy_pooled,geometry_focus_proxy,pixels,944.547619047619,944.547619047619,0.0
20200709-subject-01/20200709_144313,heavy_pooled,geometry_focus_proxy,pixels,580.3846153846154,580.3846153846154,0.0
20200709-subject-01/20200709_144735,heavy_pooled,geometry_focus_proxy,pixels,4918.864583333333,4918.864583333333,0.0
20200709-subject-01/20200709_145132,heavy_pooled,geometry_focus_proxy,pixels,158.975,158.975,0.0
20200709-subject-01/20200709_145743,heavy_pooled,geometry_focus_proxy,pixels,1037.90625,1037.90625,0.0
20200709-subject-01/20200709_150144,heavy_pooled,geometry_focus_proxy,pixels,109.15384615384616,109.15384615384616,0.0
20200709-subject-01/20200709_150524,heavy_pooled,geometry_focus_proxy,pixels,859.1770833333334,859.1770833333334,0.0
20200709-subject-01/20200709_150906,heavy_pooled,geometry_focus_proxy,pixels,342.6,342.6,0.0
20200709-subject-01/20200709_151246,heavy_pooled,geometry_focus_proxy,pixels,300.0,300.0,0.0
20200709-subject-01/20200709_151632,heavy_pooled,geometry_focus_proxy,pixels,48.019444444444446,48.019444444444446,0.0
20200709-subject-01/20200709_152420,heavy_pooled,geometry_focus_proxy,pixels,290.8541666666667,290.8541666666667,0.0
20200709-subject-01/20200709_152757,heavy_pooled,geometry_focus_proxy,pixels,16.77409114183308,16.77409114183308,0.0
20200709-subject-01/20200709_153148,heavy_pooled,geometry_focus_proxy,pixels,209.76470588235293,209.76470588235293,0.0
20200709-subject-01/20200709_153548,heavy_pooled,geometry_focus_proxy,pixels,76.0,76.0,0.0
20200813-subject-02/20200813_145612,heavy_pooled,geometry_focus_proxy,pixels,574.1060606060606,574.1060606060606,0.0
20200813-subject-02/20200813_145920,heavy_pooled,geometry_focus_proxy,pixels,228.77777777777774,228.77777777777774,0.0
20200813-subject-02/20200813_150228,heavy_pooled,geometry_focus_proxy,pixels,42.515151515151516,42.515151515151516,0.0
20200813-subject-02/20200813_150535,heavy_pooled,geometry_focus_proxy,pixels,1567.8074534161492,1567.8074534161492,0.0
20200813-subject-02/20200813_150823,heavy_pooled,geometry_focus_proxy,pixels,36.8125,36.8125,0.0
20200813-subject-02/20200813_151117,heavy_pooled,geometry_focus_proxy,pixels,667.4411764705883,667.4411764705883,0.0
20200813-subject-02/20200813_151925,heavy_pooled,geometry_focus_proxy,pixels,112.2,112.2,0.0
20200813-subject-02/20200813_152215,heavy_pooled,geometry_focus_proxy,pixels,614.4,614.4,0.0
20200813-subject-02/20200813_152513,heavy_pooled,geometry_focus_proxy,pixels,8.0,8.0,0.0
20200813-subject-02/20200813_152842,heavy_pooled,geometry_focus_proxy,pixels,16.0,16.0,0.0
20200813-subject-02/20200813_153152,heavy_pooled,geometry_focus_proxy,pixels,220.0,220.0,0.0
20200813-subject-02/20200813_153453,heavy_pooled,geometry_focus_proxy,pixels,638.3214285714286,638.3214285714286,0.0
20200813-subject-02/20200813_153802,heavy_pooled,geometry_focus_proxy,pixels,2531.40625,2531.40625,0.0
20200813-subject-02/20200813_154103,heavy_pooled,geometry_focus_proxy,pixels,3822.8858695652175,3822.8858695652175,0.0
20200813-subject-02/20200813_154408,heavy_pooled,geometry_focus_proxy,pixels,126.76666666666667,126.76666666666667,0.0
20200813-subject-02/20200813_154729,heavy_pooled,geometry_focus_proxy,pixels,96.41666666666667,96.41666666666667,0.0
20200813-subject-02/20200813_155021,heavy_pooled,geometry_focus_proxy,pixels,176.1875,176.1875,0.0
20200813-subject-02/20200813_155314,heavy_pooled,geometry_focus_proxy,pixels,659.9619047619047,659.9619047619047,0.0
20200813-subject-02/20200813_155633,heavy_pooled,geometry_focus_proxy,pixels,131.26190476190476,131.26190476190476,0.0
20200709-subject-01/20200709_142123,heavy_pooled,geometry_focus_proxy,xyz_mm,61.432518005371094,61.432316303253174,0.00020170211791992188
20200709-subject-01/20200709_142446,heavy_pooled,geometry_focus_proxy,xyz_mm,71.0767396291097,71.07768432299297,-0.000944693883269565
20200709-subject-01/20200709_142802,heavy_pooled,geometry_focus_proxy,xyz_mm,40.35365224328841,40.35325075232464,0.0004014909637675146
20200709-subject-01/20200709_143125,heavy_pooled,geometry_focus_proxy,xyz_mm,49.59078232447306,49.5904510418574,0.0003312826156616211
20200709-subject-01/20200709_143531,heavy_pooled,geometry_focus_proxy,xyz_mm,60.073351899782814,60.07276006539663,0.0005918343861850417
20200709-subject-01/20200709_143907,heavy_pooled,geometry_focus_proxy,xyz_mm,43.74605656578427,43.746396437145414,-0.00033987136114177474
20200709-subject-01/20200709_144313,heavy_pooled,geometry_focus_proxy,xyz_mm,48.62353955782377,48.623529580923226,9.97690054305167e-06
20200709-subject-01/20200709_144735,heavy_pooled,geometry_focus_proxy,xyz_mm,27.688506106535595,27.688376824061077,0.00012928247451782227
20200709-subject-01/20200709_145132,heavy_pooled,geometry_focus_proxy,xyz_mm,48.17432765960693,48.1736873626709,0.0006402969360337352
20200709-subject-01/20200709_145743,heavy_pooled,geometry_focus_proxy,xyz_mm,55.309926788012184,55.31044614315033,-0.0005193551381452721
20200709-subject-01/20200709_150144,heavy_pooled,geometry_focus_proxy,xyz_mm,107.26932232196515,107.27184119591347,-0.002518873948318401
20200709-subject-01/20200709_150524,heavy_pooled,geometry_focus_proxy,xyz_mm,67.61806042989095,67.61787883440654,0.0001815954844062162
20200709-subject-01/20200709_150906,heavy_pooled,geometry_focus_proxy,xyz_mm,72.52332560221355,72.52185872395833,0.001466878255214965
20200709-subject-01/20200709_151246,heavy_pooled,geometry_focus_proxy,xyz_mm,49.86566162109375,49.86559263865153,6.898244222242056e-05
20200709-subject-01/20200709_151632,heavy_pooled,geometry_focus_proxy,xyz_mm,85.63806655671861,85.63885386784871,-0.0007873111300966684
20200709-subject-01/20200709_152420,heavy_pooled,geometry_focus_proxy,xyz_mm,49.78470925490061,49.78505766391754,-0.0003484090169294518
20200709-subject-01/20200709_152757,heavy_pooled,geometry_focus_proxy,xyz_mm,19.68706619987351,19.687196405862945,-0.0001302059894356944
20200709-subject-01/20200709_153148,heavy_pooled,geometry_focus_proxy,xyz_mm,56.511881323421704,56.51246463551241,-0.0005833120907041689
20200709-subject-01/20200709_153548,heavy_pooled,geometry_focus_proxy,xyz_mm,38.32577056884766,38.324240112304686,0.0015304565429730133
20200813-subject-02/20200813_145612,heavy_pooled,geometry_focus_proxy,xyz_mm,62.04347584464333,62.04366062626694,-0.00018478162360935357
20200813-subject-02/20200813_145920,heavy_pooled,geometry_focus_proxy,xyz_mm,109.36443994915675,109.3599276466975,0.004512302459247053
20200813-subject-02/20200813_150228,heavy_pooled,geometry_focus_proxy,xyz_mm,72.55544344584148,72.56629926508123,-0.010855819239750986
20200813-subject-02/20200813_150535,heavy_pooled,geometry_focus_proxy,xyz_mm,39.19505680866123,39.19512574569039,-6.893702916244138e-05
20200813-subject-02/20200813_150823,heavy_pooled,geometry_focus_proxy,xyz_mm,35.271522521972656,35.271143674850464,0.0003788471221923828
20200813-subject-02/20200813_151117,heavy_pooled,geometry_focus_proxy,xyz_mm,36.35144009309656,36.352003882913024,-0.0005637898164607691
20200813-subject-02/20200813_151925,heavy_pooled,geometry_focus_proxy,xyz_mm,48.33106117248535,48.321645736694336,0.009415435791012783
20200813-subject-02/20200813_152215,heavy_pooled,geometry_focus_proxy,xyz_mm,35.318111419677734,35.31633987426758,0.001771545410157671
20200813-subject-02/20200813_152513,heavy_pooled,geometry_focus_proxy,xyz_mm,50.86696116129557,50.868123372395836,-0.0011622111002651536
20200813-subject-02/20200813_152842,heavy_pooled,geometry_focus_proxy,xyz_mm,51.6175168355306,51.60775629679362,0.009760538736983904
20200813-subject-02/20200813_153152,heavy_pooled,geometry_focus_proxy,xyz_mm,63.61888797466572,63.61641399676983,0.002473977895888879
20200813-subject-02/20200813_153453,heavy_pooled,geometry_focus_proxy,xyz_mm,80.03545049637081,80.03410016922724,0.0013503271435695297
20200813-subject-02/20200813_153802,heavy_pooled,geometry_focus_proxy,xyz_mm,71.01463230450948,71.0144632657369,0.0001690387725830078
20200813-subject-02/20200813_154103,heavy_pooled,geometry_focus_proxy,xyz_mm,57.25752305638963,57.2576188073642,-9.575097457314996e-05
20200813-subject-02/20200813_154408,heavy_pooled,geometry_focus_proxy,xyz_mm,59.55581138398912,59.56728840404086,-0.011477020051735565
20200813-subject-02/20200813_154729,heavy_pooled,geometry_focus_proxy,xyz_mm,76.95147323608398,76.95201301574707,-0.0005397796630859375
20200813-subject-02/20200813_155021,heavy_pooled,geometry_focus_proxy,xyz_mm,40.97391698757807,40.973877131938934,3.985563913744272e-05
20200813-subject-02/20200813_155314,heavy_pooled,geometry_focus_proxy,xyz_mm,20.119015666416715,20.119659214928035,-0.0006435485113200912
20200813-subject-02/20200813_155633,heavy_pooled,geometry_focus_proxy,xyz_mm,60.78711197262719,60.78440337408156,0.002708598545623886
20200709-subject-01/20200709_142123,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,60.15220105648041,60.15220105648041,0.0
20200709-subject-01/20200709_142446,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,73.45719321568806,73.45719321568806,0.0
20200709-subject-01/20200709_142802,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,39.869377906278054,39.869377906278054,0.0
20200709-subject-01/20200709_143125,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,51.07353138923645,51.07353138923645,0.0
20200709-subject-01/20200709_143531,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,64.72743288675944,64.72743288675944,0.0
20200709-subject-01/20200709_143907,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,42.594386273338685,42.594386273338685,0.0
20200709-subject-01/20200709_144313,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,48.971885681152344,48.971885681152344,0.0
20200709-subject-01/20200709_144735,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,31.366193254788715,31.366193254788715,0.0
20200709-subject-01/20200709_145132,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,50.443967723846434,50.443967723846434,0.0
20200709-subject-01/20200709_145743,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,59.21241160233816,59.21241160233816,0.0
20200709-subject-01/20200709_150144,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,110.36395615797777,110.36395615797777,0.0
20200709-subject-01/20200709_150524,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,66.79208008448283,66.79208008448283,0.0
20200709-subject-01/20200709_150906,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,74.00199025472006,74.00199025472006,0.0
20200709-subject-01/20200709_151246,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,48.97973601023356,48.97973601023356,0.0
20200709-subject-01/20200709_151632,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,82.40749225616456,82.40749225616456,0.0
20200709-subject-01/20200709_152420,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,69.19172179698944,69.19172179698944,0.0
20200709-subject-01/20200709_152757,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,22.155987486324126,22.155987486324126,0.0
20200709-subject-01/20200709_153148,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,55.54345433852252,55.54345433852252,0.0
20200709-subject-01/20200709_153548,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,38.55291595458984,38.55291595458984,0.0
20200813-subject-02/20200813_145612,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,61.961741996533945,61.961741996533945,0.0
20200813-subject-02/20200813_145920,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,110.1424901447599,110.1424901447599,0.0
20200813-subject-02/20200813_150228,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,81.73935803500088,81.73935803500088,0.0
20200813-subject-02/20200813_150535,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,40.23296827707232,40.23296827707232,0.0
20200813-subject-02/20200813_150823,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,37.9333438873291,37.9333438873291,0.0
20200813-subject-02/20200813_151117,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,37.835776497336,37.835776497336,0.0
20200813-subject-02/20200813_151925,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,55.24485702514649,55.24485702514649,0.0
20200813-subject-02/20200813_152215,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,38.2926513671875,38.2926513671875,0.0
20200813-subject-02/20200813_152513,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,50.36765670776367,50.36765670776367,0.0
20200813-subject-02/20200813_152842,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,53.16755294799805,53.16755294799805,0.0
20200813-subject-02/20200813_153152,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,64.04229384202223,64.04229384202223,0.0
20200813-subject-02/20200813_153453,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,75.61551266624814,75.61551266624814,0.0
20200813-subject-02/20200813_153802,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,68.68793964385986,68.68793964385986,0.0
20200813-subject-02/20200813_154103,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,54.39523714521656,54.39523714521656,0.0
20200813-subject-02/20200813_154408,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,55.57639818191529,55.57639818191529,0.0
20200813-subject-02/20200813_154729,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,80.05634752909343,80.05634752909343,0.0
20200813-subject-02/20200813_155021,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,41.28369361162186,41.28369361162186,0.0
20200813-subject-02/20200813_155314,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,20.90939443679083,20.90939443679083,0.0
20200813-subject-02/20200813_155633,heavy_pooled,geometry_focus_proxy,zero_xyz_mm,57.41606316339402,57.41606316339402,0.0
20200709-subject-01/20200709_142123,heavy_pooled,geometry_focus_proxy,depth_mm,3.9336832960446677,3.933827556669712,-0.00014426062504435677
20200709-subject-01/20200709_142446,heavy_pooled,geometry_focus_proxy,depth_mm,10.547290543715159,10.546639869610468,0.0006506741046905518
20200709-subject-01/20200709_142802,heavy_pooled,geometry_focus_proxy,depth_mm,4.290183661887364,4.294025216783796,-0.003841554896431454
20200709-subject-01/20200709_143125,heavy_pooled,geometry_focus_proxy,depth_mm,14.867693970600763,14.867470433314642,0.00022353728612145574
20200709-subject-01/20200709_143531,heavy_pooled,geometry_focus_proxy,depth_mm,9.288532510399818,9.289494330684343,-0.0009618202845249613
20200709-subject-01/20200709_143907,heavy_pooled,geometry_focus_proxy,depth_mm,11.181784158661252,11.182490768886748,-0.0007066102254960072
20200709-subject-01/20200709_144313,heavy_pooled,geometry_focus_proxy,depth_mm,19.726684643672062,19.724223136901855,0.002461506770206512
20200709-subject-01/20200709_144735,heavy_pooled,geometry_focus_proxy,depth_mm,10.84613487124443,10.845508072525263,0.0006267987191677094
20200709-subject-01/20200709_145132,heavy_pooled,geometry_focus_proxy,depth_mm,13.767508590221405,13.766966414451598,0.000542175769806974
20200709-subject-01/20200709_145743,heavy_pooled,geometry_focus_proxy,depth_mm,9.163343826929728,9.163026213645935,0.0003176132837925394
20200709-subject-01/20200709_150144,heavy_pooled,geometry_focus_proxy,depth_mm,57.287128741924576,57.26020901019756,0.026919731727012675
20200709-subject-01/20200709_150524,heavy_pooled,geometry_focus_proxy,depth_mm,6.7474159598350525,6.745254069566727,0.0021618902683258057
20200709-subject-01/20200709_150906,heavy_pooled,geometry_focus_proxy,depth_mm,26.9070850054423,26.899388058980307,0.0076969464619942585
20200709-subject-01/20200709_151246,heavy_pooled,geometry_focus_proxy,depth_mm,13.686155001322428,13.689464171727499,-0.0033091704050711712
20200709-subject-01/20200709_151632,heavy_pooled,geometry_focus_proxy,depth_mm,77.90310986836751,77.88792583677504,0.015184031592468727
20200709-subject-01/20200709_152420,heavy_pooled,geometry_focus_proxy,depth_mm,23.59957120815913,23.6076424519221,-0.00807124376296997
20200709-subject-01/20200709_152757,heavy_pooled,geometry_focus_proxy,depth_mm,11.64931203717155,11.648838346943267,0.0004736902282829192
20200709-subject-01/20200709_153148,heavy_pooled,geometry_focus_proxy,depth_mm,11.181461923262653,11.17334917713614,0.00811274612651225
20200709-subject-01/20200709_153548,heavy_pooled,geometry_focus_proxy,depth_mm,6.275659465789795,6.284707355499267,-0.009047889709472123
20200813-subject-02/20200813_145612,heavy_pooled,geometry_focus_proxy,depth_mm,10.140575842423871,10.138390989014596,0.0021848534092754335
20200813-subject-02/20200813_145920,heavy_pooled,geometry_focus_proxy,depth_mm,23.96526839241149,23.95894171131982,0.00632668109167156
