population,metric,physical_sequence,object_id,method,frames,sum
all,adds_005,20200813-subject-02/20200813_150535,4,s0_l0,592,54100.0
all,adds_005,20200813-subject-02/20200813_150535,4,s1_l1,592,54100.0
all,adds_005,20200813-subject-02/20200813_150535,4,s1_l0,592,53900.0
all,adds_005,20200813-subject-02/20200813_150535,4,fp,592,31500.0
all,adds_005,20200813-subject-02/20200813_150823,5,residual,576,52000.0
all,adds_005,20200813-subject-02/20200813_150823,5,s0_l1,576,52000.0
all,adds_005,20200813-subject-02/20200813_150823,5,s0_l0,576,52000.0
all,adds_005,20200813-subject-02/20200813_150823,5,s1_l1,576,52000.0
all,adds_005,20200813-subject-02/20200813_150823,5,s1_l0,576,52000.0
all,adds_005,20200813-subject-02/20200813_150823,5,fp,576,48600.0
all,adds_005,20200813-subject-02/20200813_151117,6,residual,576,36600.0
all,adds_005,20200813-subject-02/20200813_151117,6,s0_l1,576,41300.0
all,adds_005,20200813-subject-02/20200813_151117,6,s0_l0,576,41100.0
all,adds_005,20200813-subject-02/20200813_151117,6,s1_l1,576,41500.0
all,adds_005,20200813-subject-02/20200813_151117,6,s1_l0,576,41600.0
all,adds_005,20200813-subject-02/20200813_151117,6,fp,576,9300.0
all,adds_005,20200813-subject-02/20200813_151925,7,residual,576,53700.0
all,adds_005,20200813-subject-02/20200813_151925,7,s0_l1,576,53400.0
all,adds_005,20200813-subject-02/20200813_151925,7,s0_l0,576,53400.0
all,adds_005,20200813-subject-02/20200813_151925,7,s1_l1,576,53400.0
all,adds_005,20200813-subject-02/20200813_151925,7,s1_l0,576,53500.0
all,adds_005,20200813-subject-02/20200813_151925,7,fp,576,35500.0
all,adds_005,20200813-subject-02/20200813_152215,8,residual,576,50200.0
all,adds_005,20200813-subject-02/20200813_152215,8,s0_l1,576,51100.0
all,adds_005,20200813-subject-02/20200813_152215,8,s0_l0,576,51100.0
all,adds_005,20200813-subject-02/20200813_152215,8,s1_l1,576,51400.0
all,adds_005,20200813-subject-02/20200813_152215,8,s1_l0,576,51300.0
all,adds_005,20200813-subject-02/20200813_152215,8,fp,576,36600.0
all,adds_005,20200813-subject-02/20200813_152513,9,residual,592,51300.0
all,adds_005,20200813-subject-02/20200813_152513,9,s0_l1,592,50900.0
all,adds_005,20200813-subject-02/20200813_152513,9,s0_l0,592,51300.0
all,adds_005,20200813-subject-02/20200813_152513,9,s1_l1,592,51100.0
all,adds_005,20200813-subject-02/20200813_152513,9,s1_l0,592,51500.0
all,adds_005,20200813-subject-02/20200813_152513,9,fp,592,33100.0
all,adds_005,20200813-subject-02/20200813_152842,10,residual,560,44900.0
all,adds_005,20200813-subject-02/20200813_152842,10,s0_l1,560,44800.0
all,adds_005,20200813-subject-02/20200813_152842,10,s0_l0,560,44500.0
all,adds_005,20200813-subject-02/20200813_152842,10,s1_l1,560,45100.0
all,adds_005,20200813-subject-02/20200813_152842,10,s1_l0,560,45000.0
all,adds_005,20200813-subject-02/20200813_152842,10,fp,560,37200.0
all,adds_005,20200813-subject-02/20200813_153152,11,residual,576,56300.0
all,adds_005,20200813-subject-02/20200813_153152,11,s0_l1,576,56800.0
all,adds_005,20200813-subject-02/20200813_153152,11,s0_l0,576,56700.0
all,adds_005,20200813-subject-02/20200813_153152,11,s1_l1,576,56800.0
all,adds_005,20200813-subject-02/20200813_153152,11,s1_l0,576,56800.0
all,adds_005,20200813-subject-02/20200813_153152,11,fp,576,55100.0
all,adds_005,20200813-subject-02/20200813_153453,12,residual,576,50200.0
all,adds_005,20200813-subject-02/20200813_153453,12,s0_l1,576,51400.0
all,adds_005,20200813-subject-02/20200813_153453,12,s0_l0,576,51200.0
all,adds_005,20200813-subject-02/20200813_153453,12,s1_l1,576,51200.0
all,adds_005,20200813-subject-02/20200813_153453,12,s1_l0,576,51400.0
all,adds_005,20200813-subject-02/20200813_153453,12,fp,576,53300.0
all,adds_005,20200813-subject-02/20200813_153802,13,residual,576,53100.0
all,adds_005,20200813-subject-02/20200813_153802,13,s0_l1,576,53200.0
all,adds_005,20200813-subject-02/20200813_153802,13,s0_l0,576,53200.0
all,adds_005,20200813-subject-02/20200813_153802,13,s1_l1,576,53200.0
all,adds_005,20200813-subject-02/20200813_153802,13,s1_l0,576,53100.0
all,adds_005,20200813-subject-02/20200813_153802,13,fp,576,45800.0
all,adds_005,20200813-subject-02/20200813_154103,14,residual,592,51800.0
all,adds_005,20200813-subject-02/20200813_154103,14,s0_l1,592,52800.0
all,adds_005,20200813-subject-02/20200813_154103,14,s0_l0,592,52900.0
all,adds_005,20200813-subject-02/20200813_154103,14,s1_l1,592,53900.0
all,adds_005,20200813-subject-02/20200813_154103,14,s1_l0,592,53900.0
all,adds_005,20200813-subject-02/20200813_154103,14,fp,592,32400.0
all,adds_005,20200813-subject-02/20200813_154408,15,residual,544,49100.0
all,adds_005,20200813-subject-02/20200813_154408,15,s0_l1,544,49100.0
all,adds_005,20200813-subject-02/20200813_154408,15,s0_l0,544,49100.0
all,adds_005,20200813-subject-02/20200813_154408,15,s1_l1,544,49000.0
all,adds_005,20200813-subject-02/20200813_154408,15,s1_l0,544,49000.0
all,adds_005,20200813-subject-02/20200813_154408,15,fp,544,38700.0
all,adds_005,20200813-subject-02/20200813_154729,16,residual,576,56700.0
all,adds_005,20200813-subject-02/20200813_154729,16,s0_l1,576,56700.0
all,adds_005,20200813-subject-02/20200813_154729,16,s0_l0,576,56700.0
all,adds_005,20200813-subject-02/20200813_154729,16,s1_l1,576,56700.0
all,adds_005,20200813-subject-02/20200813_154729,16,s1_l0,576,56700.0
all,adds_005,20200813-subject-02/20200813_154729,16,fp,576,57000.0
all,adds_005,20200813-subject-02/20200813_155021,17,residual,576,16500.0
all,adds_005,20200813-subject-02/20200813_155021,17,s0_l1,576,19700.0
all,adds_005,20200813-subject-02/20200813_155021,17,s0_l0,576,19200.0
all,adds_005,20200813-subject-02/20200813_155021,17,s1_l1,576,20300.0
all,adds_005,20200813-subject-02/20200813_155021,17,s1_l0,576,20400.0
all,adds_005,20200813-subject-02/20200813_155021,17,fp,576,8400.0
all,adds_005,20200813-subject-02/20200813_155314,18,residual,592,33100.0
all,adds_005,20200813-subject-02/20200813_155314,18,s0_l1,592,33300.0
all,adds_005,20200813-subject-02/20200813_155314,18,s0_l0,592,34400.0
all,adds_005,20200813-subject-02/20200813_155314,18,s1_l1,592,33100.0
all,adds_005,20200813-subject-02/20200813_155314,18,s1_l0,592,33600.0
all,adds_005,20200813-subject-02/20200813_155314,18,fp,592,15300.0
all,adds_005,20200813-subject-02/20200813_155633,20,residual,576,50700.0
all,adds_005,20200813-subject-02/20200813_155633,20,s0_l1,576,50600.0
all,adds_005,20200813-subject-02/20200813_155633,20,s0_l0,576,50400.0
all,adds_005,20200813-subject-02/20200813_155633,20,s1_l1,576,50300.0
all,adds_005,20200813-subject-02/20200813_155633,20,s1_l0,576,50100.0
all,adds_005,20200813-subject-02/20200813_155633,20,fp,576,42200.0
all,adds_005,20200813-subject-02/20200813_155953,21,residual,592,32800.0
all,adds_005,20200813-subject-02/20200813_155953,21,s0_l1,592,30200.0
all,adds_005,20200813-subject-02/20200813_155953,21,s0_l0,592,30300.0
all,adds_005,20200813-subject-02/20200813_155953,21,s1_l1,592,29100.0
all,adds_005,20200813-subject-02/20200813_155953,21,s1_l0,592,31700.0
all,adds_005,20200813-subject-02/20200813_155953,21,fp,592,12900.0
all,adds_01,20200709-subject-01/20200709_142123,1,residual,592,59100.0
all,adds_01,20200709-subject-01/20200709_142123,1,s0_l1,592,59100.0
all,adds_01,20200709-subject-01/20200709_142123,1,s0_l0,592,59100.0
all,adds_01,20200709-subject-01/20200709_142123,1,s1_l1,592,59100.0
all,adds_01,20200709-subject-01/20200709_142123,1,s1_l0,592,59100.0
all,adds_01,20200709-subject-01/20200709_142123,1,fp,592,59100.0
all,adds_01,20200709-subject-01/20200709_142446,2,residual,576,57600.0
all,adds_01,20200709-subject-01/20200709_142446,2,s0_l1,576,57600.0
all,adds_01,20200709-subject-01/20200709_142446,2,s0_l0,576,57600.0
all,adds_01,20200709-subject-01/20200709_142446,2,s1_l1,576,57600.0
all,adds_01,20200709-subject-01/20200709_142446,2,s1_l0,576,57600.0
all,adds_01,20200709-subject-01/20200709_142446,2,fp,576,57600.0
all,adds_01,20200709-subject-01/20200709_142802,3,residual,576,50000.0
all,adds_01,20200709-subject-01/20200709_142802,3,s0_l1,576,49900.0
all,adds_01,20200709-subject-01/20200709_142802,3,s0_l0,576,49900.0
all,adds_01,20200709-subject-01/20200709_142802,3,s1_l1,576,50000.0
all,adds_01,20200709-subject-01/20200709_142802,3,s1_l0,576,50000.0
all,adds_01,20200709-subject-01/20200709_142802,3,fp,576,47800.0
all,adds_01,20200709-subject-01/20200709_143125,4,residual,576,57400.0
all,adds_01,20200709-subject-01/20200709_143125,4,s0_l1,576,57400.0
all,adds_01,20200709-subject-01/20200709_143125,4,s0_l0,576,57400.0
all,adds_01,20200709-subject-01/20200709_143125,4,s1_l1,576,57400.0
all,adds_01,20200709-subject-01/20200709_143125,4,s1_l0,576,57400.0
all,adds_01,20200709-subject-01/20200709_143125,4,fp,576,57400.0
all,adds_01,20200709-subject-01/20200709_143531,5,residual,592,54800.0
all,adds_01,20200709-subject-01/20200709_143531,5,s0_l1,592,54500.0
all,adds_01,20200709-subject-01/20200709_143531,5,s0_l0,592,54500.0
all,adds_01,20200709-subject-01/20200709_143531,5,s1_l1,592,54500.0
all,adds_01,20200709-subject-01/20200709_143531,5,s1_l0,592,54500.0
all,adds_01,20200709-subject-01/20200709_143531,5,fp,592,54300.0
all,adds_01,20200709-subject-01/20200709_143907,6,residual,576,55200.0
all,adds_01,20200709-subject-01/20200709_143907,6,s0_l1,576,54400.0
all,adds_01,20200709-subject-01/20200709_143907,6,s0_l0,576,53800.0
all,adds_01,20200709-subject-01/20200709_143907,6,s1_l1,576,53700.0
all,adds_01,20200709-subject-01/20200709_143907,6,s1_l0,576,53600.0
all,adds_01,20200709-subject-01/20200709_143907,6,fp,576,45400.0
all,adds_01,20200709-subject-01/20200709_144313,7,residual,576,45300.0
all,adds_01,20200709-subject-01/20200709_144313,7,s0_l1,576,45300.0
all,adds_01,20200709-subject-01/20200709_144313,7,s0_l0,576,45300.0
all,adds_01,20200709-subject-01/20200709_144313,7,s1_l1,576,45300.0
all,adds_01,20200709-subject-01/20200709_144313,7,s1_l0,576,45300.0
all,adds_01,20200709-subject-01/20200709_144313,7,fp,576,41100.0
all,adds_01,20200709-subject-01/20200709_144735,8,residual,576,54200.0
all,adds_01,20200709-subject-01/20200709_144735,8,s0_l1,576,55500.0
all,adds_01,20200709-subject-01/20200709_144735,8,s0_l0,576,55500.0
all,adds_01,20200709-subject-01/20200709_144735,8,s1_l1,576,55200.0
all,adds_01,20200709-subject-01/20200709_144735,8,s1_l0,576,55200.0
all,adds_01,20200709-subject-01/20200709_144735,8,fp,576,55600.0
all,adds_01,20200709-subject-01/20200709_145132,9,residual,592,59000.0
all,adds_01,20200709-subject-01/20200709_145132,9,s0_l1,592,59000.0
all,adds_01,20200709-subject-01/20200709_145132,9,s0_l0,592,59000.0
all,adds_01,20200709-subject-01/20200709_145132,9,s1_l1,592,59000.0
all,adds_01,20200709-subject-01/20200709_145132,9,s1_l0,592,59000.0
all,adds_01,20200709-subject-01/20200709_145132,9,fp,592,59000.0
all,adds_01,20200709-subject-01/20200709_145743,10,residual,576,56800.0
all,adds_01,20200709-subject-01/20200709_145743,10,s0_l1,576,56800.0
all,adds_01,20200709-subject-01/20200709_145743,10,s0_l0,576,56800.0
all,adds_01,20200709-subject-01/20200709_145743,10,s1_l1,576,56700.0
all,adds_01,20200709-subject-01/20200709_145743,10,s1_l0,576,56700.0
all,adds_01,20200709-subject-01/20200709_145743,10,fp,576,50000.0
all,adds_01,20200709-subject-01/20200709_150144,11,residual,576,56100.0
all,adds_01,20200709-subject-01/20200709_150144,11,s0_l1,576,56100.0
all,adds_01,20200709-subject-01/20200709_150144,11,s0_l0,576,56100.0
all,adds_01,20200709-subject-01/20200709_150144,11,s1_l1,576,56100.0
all,adds_01,20200709-subject-01/20200709_150144,11,s1_l0,576,56100.0
all,adds_01,20200709-subject-01/20200709_150144,11,fp,576,55700.0
all,adds_01,20200709-subject-01/20200709_150524,12,residual,576,53600.0
all,adds_01,20200709-subject-01/20200709_150524,12,s0_l1,576,53600.0
all,adds_01,20200709-subject-01/20200709_150524,12,s0_l0,576,54700.0
all,adds_01,20200709-subject-01/20200709_150524,12,s1_l1,576,54600.0
all,adds_01,20200709-subject-01/20200709_150524,12,s1_l0,576,54700.0
all,adds_01,20200709-subject-01/20200709_150524,12,fp,576,46700.0
all,adds_01,20200709-subject-01/20200709_150906,13,residual,592,59000.0
all,adds_01,20200709-subject-01/20200709_150906,13,s0_l1,592,59000.0
all,adds_01,20200709-subject-01/20200709_150906,13,s0_l0,592,59000.0
all,adds_01,20200709-subject-01/20200709_150906,13,s1_l1,592,59000.0
all,adds_01,20200709-subject-01/20200709_150906,13,s1_l0,592,59000.0
all,adds_01,20200709-subject-01/20200709_150906,13,fp,592,59000.0
all,adds_01,20200709-subject-01/20200709_151246,14,residual,592,47300.0
all,adds_01,20200709-subject-01/20200709_151246,14,s0_l1,592,47300.0
all,adds_01,20200709-subject-01/20200709_151246,14,s0_l0,592,47300.0
all,adds_01,20200709-subject-01/20200709_151246,14,s1_l1,592,47300.0
all,adds_01,20200709-subject-01/20200709_151246,14,s1_l0,592,47300.0
all,adds_01,20200709-subject-01/20200709_151246,14,fp,592,45700.0
all,adds_01,20200709-subject-01/20200709_151632,15,residual,576,57600.0
all,adds_01,20200709-subject-01/20200709_151632,15,s0_l1,576,57600.0
all,adds_01,20200709-subject-01/20200709_151632,15,s0_l0,576,57600.0
all,adds_01,20200709-subject-01/20200709_151632,15,s1_l1,576,57600.0
all,adds_01,20200709-subject-01/20200709_151632,15,s1_l0,576,57600.0
all,adds_01,20200709-subject-01/20200709_151632,15,fp,576,57600.0
all,adds_01,20200709-subject-01/20200709_151948,16,residual,576,56700.0
all,adds_01,20200709-subject-01/20200709_151948,16,s0_l1,576,56700.0
all,adds_01,20200709-subject-01/20200709_151948,16,s0_l0,576,56700.0
all,adds_01,20200709-subject-01/20200709_151948,16,s1_l1,576,56700.0
all,adds_01,20200709-subject-01/20200709_151948,16,s1_l0,576,56700.0
all,adds_01,20200709-subject-01/20200709_151948,16,fp,576,55700.0
all,adds_01,20200709-subject-01/20200709_152420,17,residual,592,54000.0
all,adds_01,20200709-subject-01/20200709_152420,17,s0_l1,592,55200.0
all,adds_01,20200709-subject-01/20200709_152420,17,s0_l0,592,55300.0
all,adds_01,20200709-subject-01/20200709_152420,17,s1_l1,592,55200.0
all,adds_01,20200709-subject-01/20200709_152420,17,s1_l0,592,55200.0
all,adds_01,20200709-subject-01/20200709_152420,17,fp,592,57700.0
all,adds_01,20200709-subject-01/20200709_152757,18,residual,576,40200.0
all,adds_01,20200709-subject-01/20200709_152757,18,s0_l1,576,47100.0
all,adds_01,20200709-subject-01/20200709_152757,18,s0_l0,576,44900.0
all,adds_01,20200709-subject-01/20200709_152757,18,s1_l1,576,47300.0
all,adds_01,20200709-subject-01/20200709_152757,18,s1_l0,576,47400.0
all,adds_01,20200709-subject-01/20200709_152757,18,fp,576,46900.0
all,adds_01,20200709-subject-01/20200709_153148,20,residual,576,51200.0
all,adds_01,20200709-subject-01/20200709_153148,20,s0_l1,576,50700.0
all,adds_01,20200709-subject-01/20200709_153148,20,s0_l0,576,50500.0
all,adds_01,20200709-subject-01/20200709_153148,20,s1_l1,576,50100.0
all,adds_01,20200709-subject-01/20200709_153148,20,s1_l0,576,49900.0
all,adds_01,20200709-subject-01/20200709_153148,20,fp,576,50000.0
all,adds_01,20200709-subject-01/20200709_153548,21,residual,576,57000.0
all,adds_01,20200709-subject-01/20200709_153548,21,s0_l1,576,57000.0
all,adds_01,20200709-subject-01/20200709_153548,21,s0_l0,576,57000.0
all,adds_01,20200709-subject-01/20200709_153548,21,s1_l1,576,57100.0
all,adds_01,20200709-subject-01/20200709_153548,21,s1_l0,576,57100.0
all,adds_01,20200709-subject-01/20200709_153548,21,fp,576,54500.0
all,adds_01,20200813-subject-02/20200813_145612,1,residual,592,59200.0
all,adds_01,20200813-subject-02/20200813_145612,1,s0_l1,592,59200.0
all,adds_01,20200813-subject-02/20200813_145612,1,s0_l0,592,59200.0
all,adds_01,20200813-subject-02/20200813_145612,1,s1_l1,592,59200.0
all,adds_01,20200813-subject-02/20200813_145612,1,s1_l0,592,59200.0
all,adds_01,20200813-subject-02/20200813_145612,1,fp,592,59200.0
all,adds_01,20200813-subject-02/20200813_145920,2,residual,592,59200.0
all,adds_01,20200813-subject-02/20200813_145920,2,s0_l1,592,59200.0
all,adds_01,20200813-subject-02/20200813_145920,2,s0_l0,592,59200.0
all,adds_01,20200813-subject-02/20200813_145920,2,s1_l1,592,59200.0
all,adds_01,20200813-subject-02/20200813_145920,2,s1_l0,592,59200.0
all,adds_01,20200813-subject-02/20200813_145920,2,fp,592,59200.0
all,adds_01,20200813-subject-02/20200813_150228,3,residual,576,55700.0
all,adds_01,20200813-subject-02/20200813_150228,3,s0_l1,576,57300.0
all,adds_01,20200813-subject-02/20200813_150228,3,s0_l0,576,57300.0
all,adds_01,20200813-subject-02/20200813_150228,3,s1_l1,576,57300.0
all,adds_01,20200813-subject-02/20200813_150228,3,s1_l0,576,57300.0
all,adds_01,20200813-subject-02/20200813_150228,3,fp,576,47600.0
all,adds_01,20200813-subject-02/20200813_150535,4,residual,592,57300.0
all,adds_01,20200813-subject-02/20200813_150535,4,s0_l1,592,57600.0
all,adds_01,20200813-subject-02/20200813_150535,4,s0_l0,592,57500.0
all,adds_01,20200813-subject-02/20200813_150535,4,s1_l1,592,57600.0
all,adds_01,20200813-subject-02/20200813_150535,4,s1_l0,592,57500.0
all,adds_01,20200813-subject-02/20200813_150535,4,fp,592,37100.0
all,adds_01,20200813-subject-02/20200813_150823,5,residual,576,54000.0
all,adds_01,20200813-subject-02/20200813_150823,5,s0_l1,576,53800.0
all,adds_01,20200813-subject-02/20200813_150823,5,s0_l0,576,53800.0
all,adds_01,20200813-subject-02/20200813_150823,5,s1_l1,576,53800.0
all,adds_01,20200813-subject-02/20200813_150823,5,s1_l0,576,53800.0
all,adds_01,20200813-subject-02/20200813_150823,5,fp,576,49700.0
all,adds_01,20200813-subject-02/20200813_151117,6,residual,576,48200.0
all,adds_01,20200813-subject-02/20200813_151117,6,s0_l1,576,53800.0
all,adds_01,20200813-subject-02/20200813_151117,6,s0_l0,576,53900.0
all,adds_01,20200813-subject-02/20200813_151117,6,s1_l1,576,53800.0
all,adds_01,20200813-subject-02/20200813_151117,6,s1_l0,576,53800.0
all,adds_01,20200813-subject-02/20200813_151117,6,fp,576,24500.0
all,adds_01,20200813-subject-02/20200813_151925,7,residual,576,57400.0
all,adds_01,20200813-subject-02/20200813_151925,7,s0_l1,576,57400.0
all,adds_01,20200813-subject-02/20200813_151925,7,s0_l0,576,57400.0
all,adds_01,20200813-subject-02/20200813_151925,7,s1_l1,576,57400.0
all,adds_01,20200813-subject-02/20200813_151925,7,s1_l0,576,57400.0
all,adds_01,20200813-subject-02/20200813_151925,7,fp,576,40800.0
all,adds_01,20200813-subject-02/20200813_152215,8,residual,576,56900.0
all,adds_01,20200813-subject-02/20200813_152215,8,s0_l1,576,57100.0
all,adds_01,20200813-subject-02/20200813_152215,8,s0_l0,576,57000.0
all,adds_01,20200813-subject-02/20200813_152215,8,s1_l1,576,57100.0
all,adds_01,20200813-subject-02/20200813_152215,8,s1_l0,576,57100.0
all,adds_01,20200813-subject-02/20200813_152215,8,fp,576,44000.0
